name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Harman Kardon J22BLK,0,In Ear,"[18,20]",FALSE,FALSE,Closed,Black / Silver
Harman Kardon J22WHT,0,In Ear,"[18,20]",FALSE,FALSE,Closed,White
Harman Kardon J33BLK,0,In Ear,"[10,24]",FALSE,FALSE,Closed,Black / Silver
Harman Kardon J55BLK,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Black / Silver
Harman Kardon J55IWHT,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,White
Harman Kardon J55IWOR,129.94,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Orange / White
Harman Kardon J55WHT,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,White
Harman Kardon J88IWHT,0,Circumaural,"[8,24]",TRUE,FALSE,Closed,White
Harman Kardon J88IWOR,0,Circumaural,"[8,24]",TRUE,FALSE,Closed,Orange / White
Harman Kardon J88WHT,0,Circumaural,"[8,24]",FALSE,FALSE,Closed,White
Harman Kardon J88WOR,0,Circumaural,"[8,24]",FALSE,FALSE,Closed,Orange / White
Logitech 981-000415,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Logitech Ultimate Ears 350vm,0,In Ear,,TRUE,FALSE,Closed,Black / Silver
Logitech Ultimate ears 500vm,0,Earbud,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Logitech 200vi,0,Earbud,"[20,20]",TRUE,FALSE,Closed,Purple
Logitech 600vi,0,Earbud,"[20,20]",TRUE,FALSE,Closed,Red / Silver
Astro A30,189,Supra-aural,"[15,28]",TRUE,FALSE,Closed,Black / Red
Astro A30,0,Supra-aural,"[15,28]",TRUE,FALSE,Closed,Black / Red
Asus Vulcan Pro,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Corsair Vengeance 1300,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Corsair Vengeance 1500,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Creative Labs ChatMax HS-420,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Creative Labs ChatMax HS-720,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Creative Labs Sound Blaster Tactic 3D Alpha,0,Circumaural,,TRUE,FALSE,Closed,Black
Creative Labs Sound Blaster Tactic 3D Sigma,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Creative Labs Tactic3D Wrath Wireless,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Red
Creative Labs Tactic3D Rage,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Logitech B530,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Logitech H800,179,Supra-aural,"[30,15]",TRUE,FALSE,Closed,Black
Logitech H650e,67.39,Supra-aural,"[50,10]",TRUE,FALSE,Closed,Black / Silver
Mad Catz F.R.E.Q. 7,0,Circumaural,,TRUE,FALSE,Closed,Black
Mad Catz F.R.E.Q. 5,0,Circumaural,,TRUE,FALSE,Closed,Black
Mad Catz MCB434040002/02/1,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Mad Catz Kunai,0,Supra-aural,"[20,20]",TRUE,TRUE,Closed,Black
Mad Catz Kunai,0,Supra-aural,"[20,20]",TRUE,TRUE,Closed,Black
Mad Catz TRIAX180,0,Circumaural,"[25,22]",TRUE,FALSE,Closed,Black
ROCCAT Kulo,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
ROCCAT Kulo - Virtual 7.1 Gaming Headset,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Razer Carcharias,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Razer Tiamat 2.2,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Razer Electra Essential Gaming & Music Headset,0,Circumaural,"[25,16]",TRUE,FALSE,Closed,Black / Green
Razer Electra Essential Gaming & Music Headset,0,Circumaural,"[25,16]",TRUE,FALSE,Closed,Black
Sennheiser PC333D,0,Circumaural,"[14,22]",TRUE,FALSE,Closed,Black / Silver
Sennheiser CC 510,0,Supra-aural,"[300,3.4]",TRUE,FALSE,Closed,Black
Sennheiser CC520 IP,149.99,Supra-aural,"[150,6.8]",FALSE,FALSE,Closed,Black / Silver
Sennheiser CC550 IP,0,Supra-aural,"[150,6.8]",FALSE,FALSE,Closed,Black
Sennheiser DW Pro2,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Sennheiser PC131,0,Supra-aural,"[80,18]",TRUE,FALSE,Closed,Black / Silver
Sennheiser PC141,0,Supra-aural,"[40,20]",TRUE,FALSE,Closed,Black / Silver
Sennheiser PC 310,0,Supra-aural,"[17,22]",TRUE,FALSE,Closed,Black
Sennheiser PC 320,0,Circumaural,"[15,230]",TRUE,FALSE,Closed,Black
SteelSeries Siberia V2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black / Blue
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black / White
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black / Gold
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Pink / Black
SteelSeries 61-053,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black / Yellow
SteelSeries Flux,0,Supra-aural,"[18,28]",TRUE,FALSE,Closed,Black
SteelSeries 7H,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black
SteelSeries 5H v2,0,Circumaural,"[16,28]",TRUE,FALSE,Closed,Black / White
SteelSeries 3H VR,0,Circumaural,"[10,27]",TRUE,FALSE,Closed,Black
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black / Silver
SteelSeries Flux,0,Supra-aural,"[18,28]",TRUE,FALSE,Closed,White
SteelSeries Flux,0,Supra-aural,"[18,28]",TRUE,FALSE,Closed,Black / Orange
SteelSeries GH-100,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Thermaltake CONSOLE,0,Circumaural,,TRUE,FALSE,Closed,Black / Green
Turtle Beach EarForce Z SEVEN,0,Circumaural,,TRUE,FALSE,Closed,Black / White
Turtle Beach EarForce Z2,0,Circumaural,,TRUE,FALSE,Closed,Black / White
Turtle Beach Ear Force DP11,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Turtle Beach Ear Force Z11,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Turtle Beach M5,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Turtle Beach Z22,0,Circumaural,,TRUE,FALSE,Closed,Black / Red
Cooler Master Ceres -400,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Cooler Master CM Storm Sonuz,0,Circumaural,"[10,20]",TRUE,FALSE,Closed,Black / Red
Cooler Master CM Storm Pulse-R,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / White
Beyerdynamic Custom One Pro (White),0,Circumaural,"[5,35]",FALSE,FALSE,Closed,White
Beyerdynamic Tesla T50p,0,Supra-aural,"[10,23]",FALSE,FALSE,Closed,Black / Silver
Beyerdynamic Trendline Virginia Rose MMX 41 iE,0,In Ear,"[15,20]",FALSE,FALSE,Closed,Purple / Black
Beyerdynamic Trendline Racing Green MMX 41 iE,0,In Ear,"[15,20]",FALSE,FALSE,Closed,Green / Black
Beyerdynamic MMX 101 iE,0,In Ear,"[10,23]",FALSE,FALSE,Closed,Black
AKG IP2,0,In Ear,"[12,23.5]",FALSE,FALSE,Closed,Black / Silver
AKG K-495NC,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Silver
AKG K142HD,0,Circumaural,"[18,24]",FALSE,FALSE,Closed,Black / Silver
AKG K242HD,0,Circumaural,"[15,25]",FALSE,FALSE,Semi-open,Black / Silver
AKG K267 TIESTO,0,Circumaural,"[5,30]",FALSE,FALSE,Closed,Black / Silver
AKG K272 HD,0,Circumaural,"[16,28]",FALSE,FALSE,Closed,Black / Silver
AKG K326BLK,0,Earbud,"[17,23]",TRUE,FALSE,Closed,Black
AKG K326RED,0,Earbud,"[17,23]",TRUE,FALSE,Closed,Black / Red
AKG K326SNY,0,Earbud,"[17,23]",TRUE,FALSE,Closed,Black / Yellow
AKG K328SBP,0,Earbud,"[13,22.5]",TRUE,FALSE,Closed,Black / Purple
AKG K328SBR,0,Earbud,"[13,22.5]",TRUE,FALSE,Closed,Black / Red
AKG K350 CRM,135,In Ear,"[12,23.5]",TRUE,FALSE,Closed,Black / Silver
AKG K350 WHT,0,In Ear,"[12,23.5]",TRUE,FALSE,Closed,White
AKG K420BLU,0,Circumaural,"[13,27]",FALSE,FALSE,Semi-open,Black / Blue
AKG K430WHT,0,Circumaural,"[12,28]",FALSE,FALSE,Closed,White
AKG K451BLK,0,Supra-aural,"[11,29.5]",FALSE,FALSE,Closed,Black / Silver
AKG K490 NC,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Silver
AKG K512 MKII,0,Circumaural,"[16,20]",FALSE,FALSE,Closed,Black / Silver
AKG K518LERED,0,Circumaural,"[16,24]",FALSE,FALSE,Closed,Black / Red
AKG K518LEWHT,0,Circumaural,"[16,24]",FALSE,FALSE,Closed,Black / White
AKG K518LE,0,Circumaural,"[16,24]",FALSE,FALSE,Closed,Black / Yellow
AKG K551SLV,0,Circumaural,"[12,28]",TRUE,FALSE,Closed,Black / Silver
AKG K619BLU,0,Circumaural,"[16,24]",TRUE,FALSE,Closed,Black / Blue
AKG K619RED,0,Circumaural,"[16,24]",TRUE,FALSE,Closed,Black / Red
AKG K830BT,199.95,Supra-aural,"[18,20]",FALSE,FALSE,Closed,Black
AKG K840 KL,0,Supra-aural,"[10,31]",FALSE,FALSE,Closed,Black / Silver
AKG Q701B,0,Circumaural,"[10,39.8]",FALSE,FALSE,Open,Black / Green
AKG Q701WHT,0,Circumaural,"[10,39.8]",FALSE,FALSE,Open,Black / White
Audio-Technica ATH-M50,0,Circumaural,"[15,28]",FALSE,FALSE,Closed,Black
Mad Catz F.R.E.Q. 7,0,Circumaural,,TRUE,FALSE,Closed,Black
Mad Catz F.R.E.Q. M,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Mad Catz MOV471060002/04/1,0,Circumaural,,TRUE,FALSE,Closed,Black
Etymotic Research HF2,0,In Ear,"[20,15]",TRUE,FALSE,Closed,Black / White
Etymotic Research HF2,0,In Ear,"[20,15]",TRUE,FALSE,Closed,Blue / White
Gear Head BN2450NC,0,Supra-aural,"[20,15]",TRUE,FALSE,Closed,Black
Gigabyte GP-FLY,0,Supra-aural,"[15,20]",FALSE,FALSE,Closed,Black / Silver
Hercules 4780507,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Koss 154328,0,Circumaural,"[30,20]",FALSE,FALSE,Closed,Black
Koss SB49,0,Circumaural,"[18,20]",TRUE,FALSE,Closed,Black / White
Koss 178203,39.07,Circumaural,,TRUE,FALSE,Closed,Black / Silver
Koss KEB6K,19.39,In Ear,,FALSE,FALSE,Closed,Black / Silver
Koss KEB6W,17.39,In Ear,,FALSE,FALSE,Closed,White
Koss KMO10G,0,Earbud,"[60,20]",FALSE,FALSE,Closed,Camo
Koss KMO10P,0,Earbud,"[60,20]",FALSE,FALSE,Closed,Pink
Koss KMO5G,0,Earbud,"[60,20]",FALSE,FALSE,Closed,Green
Koss SB49 07,0,Circumaural,"[18,20]",TRUE,FALSE,Closed,Black / Silver
Koss UR22V,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Philips SHS4150,0,Earbud,,FALSE,FALSE,Closed,White
Philips HS430,0,Supra-aural,"[12,20]",FALSE,FALSE,Closed,Black / Blue
Philips LFH2236/00,35.99,Supra-aural,"[18,20]",FALSE,FALSE,Closed,Black / Silver
Philips SHE2100BK28,0,Earbud,"[12,22]",FALSE,FALSE,Closed,Black
Philips SHE2100BL28,0,Earbud,"[12,22]",FALSE,FALSE,Closed,Black
Philips SHE2100PK28,0,Earbud,"[12,22]",FALSE,FALSE,Closed,Pink / White
Philips SHE2100PP28,15.99,Earbud,"[12,22]",FALSE,FALSE,Closed,Purple
Asus NC1/BLK/ALW/AS,0,Supra-aural,"[16,22]",FALSE,FALSE,Closed,Black
Audiovox RCA-WHP141B,0,Circumaural,,FALSE,TRUE,Closed,Black
Cobra EHH007BK,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Coby CV195,0,Circumaural,,FALSE,FALSE,Closed,Black
Coby 716829222331,0,Supra-aural,,FALSE,FALSE,Closed,Black / Silver
Coby CV-121,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Coby CV400GRN,0,Supra-aural,,FALSE,FALSE,Closed,Black / Green
Coby CV400GRN,0,Supra-aural,,FALSE,FALSE,Closed,Black / Red
Coby CVH32,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV-121,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Coby CV-H32,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV-H42,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV135,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV135BLU,0,Supra-aural,,FALSE,FALSE,Closed,Black / Blue
Coby CV135,0,Supra-aural,,FALSE,FALSE,Closed,Black / Red
Coby CV135SVR,0,Supra-aural,,FALSE,FALSE,Closed,Black / Silver
Coby CV140BLK,0,Supra-aural,,FALSE,FALSE,Closed,Black / Red
Coby CV140SVR,0,Supra-aural,,FALSE,FALSE,Closed,Black / Silver
Coby CV145BLK,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV145BLU,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV145RED,0,Supra-aural,,FALSE,FALSE,Closed,Black / Red
Coby CV145SVR,0,Supra-aural,,FALSE,FALSE,Closed,Black / Silver
Coby CV18523BLK,0,Supra-aural,,FALSE,FALSE,Closed,Black
Coby CV18523RED,0,Circumaural,,FALSE,FALSE,Closed,Black / Red
Coby CV195,0,Circumaural,,FALSE,FALSE,Closed,Black
Corsair Raptor H3,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Corsair Raptor H5,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Yapster TM-YB100A,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
AKG K3003i,0,In Ear,"[10,30]",FALSE,FALSE,Closed,Black / Silver
AKG K618 DJ,0,Supra-aural,,FALSE,FALSE,Closed,Black
Beyerdynamic T70P,0,Circumaural,"[5,40]",FALSE,FALSE,Closed,Black / Silver
Harman Kardon J22IBLK,0,In Ear,"[18,20]",TRUE,FALSE,Closed,Black / Red
Harman Kardon J33IWHT,0,In Ear,"[10,24]",TRUE,FALSE,Closed,Black / White
Harman Kardon JBLQSINBLK,0,In Ear,,TRUE,FALSE,Closed,Black / Red
Harman Kardon JBLQSONBLK,0,Supra-aural,,TRUE,FALSE,Closed,Black / Red
Harman Kardon JBLQSONWHT,0,Supra-aural,,TRUE,FALSE,Closed,White / Red
Harman Kardon JBLRXONSUN,0,Supra-aural,,TRUE,FALSE,Closed,Multicolor
Harman Kardon JBLRXONWHT,0,Supra-aural,,TRUE,FALSE,Closed,Black / White
Harman Kardon TMG21W,0,In Ear,"[13,22.5]",FALSE,FALSE,Closed,Brown
Harman Kardon TMG81W,0,Supra-aural,"[18,24]",FALSE,FALSE,Closed,White
Logitech UE 500,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Logitech 500vi,29.99,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Logitech UE 200,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Logitech 600vi,24.95,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Logitech UE 200,0,In Ear,,FALSE,FALSE,Closed,Black / Silver
Logitech UE200,0,In Ear,,FALSE,FALSE,Closed,Black / Purple
Logitech UE 200,0,In Ear,,FALSE,FALSE,Closed,Black / Blue
Logitech UE 100,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Multicolor
Logitech 200vi,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Purple
Logitech Ultimate Ears 200vi,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Blue
Logitech UE 500vi,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Logitech BH320,0,Earbud,,FALSE,FALSE,Closed,Black / Silver
Sony DR-EX12iP/BLU,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Blue / White
Sony DR-EX12iP/RED,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Red / White
Sony DR-EX14VP/BLK,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black
Sony DR-EX14VP/PNK,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Pink / White
Sony DR-EX14VP/PNK,0,In Ear,"[8,22]",FALSE,FALSE,Closed,White / Purple
Sony DRBTN200B,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Black
Sony DRBTN200W,0,Supra-aural,"[20,20]",FALSE,FALSE,Closed,White
Sony DREX12IP/BLK,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black
Sony DREX61IP,0,In Ear,"[5,23]",TRUE,FALSE,Closed,Black
Sony DRPQ7IP/RED,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black / Red
Sony MDR-AS200 BLU,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black / Blue
Sony MDR-EX10LP/BLK,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black
Sony MDR-EX10LP/DBL,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Blue / White
Sony MDR-EX58V/BLK,0,In Ear,"[5,23]",FALSE,FALSE,Closed,Black / Silver
Sony MDR-EX58V/BLU,0,In Ear,"[5,23]",FALSE,FALSE,Closed,Black / Blue
Sony MDR-EX58V/VLT,0,In Ear,"[5,23]",FALSE,FALSE,Closed,Black / Purple
Sony MDR-EX58V/WHI,0,In Ear,"[5,23]",FALSE,FALSE,Closed,White
Sony MDR-NC13,0,In Ear,"[10,22]",FALSE,FALSE,Closed,Black
Sony MDRAS400IPB,0,In Ear,,TRUE,FALSE,Closed,Black
Sony MDRAS400IPW,0,In Ear,,TRUE,FALSE,Closed,White
Sony MDRAS40EX,0,In Ear,"[10,23]",FALSE,FALSE,Closed,Black / Silver
Sony MDRE9LP/GRN,0,Earbud,"[18,22]",FALSE,FALSE,Closed,Green / White
Sony MDRE9LP/PNK,0,Earbud,"[18,22]",FALSE,FALSE,Closed,Green / White
Sony MDRE9LP/RED,0,Earbud,"[18,22]",FALSE,FALSE,Closed,Red / White
Sony MDR-ED12LP/BLU,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black / Blue
Sony MDRED12LP/SLV,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black / Silver
Sony MDREX100IPB,0,In Ear,"[5,24]",FALSE,FALSE,Closed,Black / Silver
Sony MDREX100IPW,0,In Ear,"[5,24]",FALSE,FALSE,Closed,White
Sony MDREX10LP/RED,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Red / White
Sony MDREX10LP/VLT,0,In Ear,"[8,22]",FALSE,FALSE,Closed,White / Purple
Sony MDREX10LP/WHI,0,In Ear,"[8,22]",FALSE,FALSE,Closed,White
Sony MDR-EX38iP/BLK,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Black
Sony MDR-EX38iP/WHI,0,In Ear,"[6,23]",FALSE,FALSE,Closed,White
Sony MDREX40LP/BLU,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Blue / White
Sony MDREX40LP/PNK,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Pink
Sony MDREX40LP/VLT,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Purple
Sony MDREX40LP/WHI,0,In Ear,"[6,23]",FALSE,FALSE,Closed,White
Sony MDRNC100D,0,In Ear,"[8,23]",FALSE,FALSE,Closed,Black
Sony MDRXB21EX,0,In Ear,"[5,23]",FALSE,FALSE,Closed,Black
Sony XBA-3iP,0,In Ear,"[4,28]",FALSE,FALSE,Closed,Black / Silver
Sony MDREX38iP/BLK EX,0,In Ear,,FALSE,FALSE,Closed,Black
Sony MDREX40LP/PNK,0,In Ear,,FALSE,FALSE,Closed,Pink
Sony MDR-EX40LP,0,In Ear,,FALSE,FALSE,Closed,Black
Sony DR-310DP/WHI,0,Supra-aural,,FALSE,FALSE,Closed,White
Sony DR-AS22IP,0,Earbud,"[18,22]",FALSE,FALSE,Closed,Black
Sony DRPQ7IP/VLT,0,In Ear,,TRUE,FALSE,Closed,Black / Purple
Sony MDR-E818LP,0,Earbud,"[12,22]",FALSE,FALSE,Open,Black / Silver
Sony MDR-EX210B/BLU,0,In Ear,"[5,24]",FALSE,FALSE,Closed,Black / Blue
Sony MDR-EX37B/BLK,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Black / Silver
Sony MDR-EX37B/YLW,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Black / Yellow
Sony MDRED12LP/SILVER,0,In Ear,,FALSE,FALSE,Closed,Black / Silver
Sony MDREX100APL,0,In Ear,"[5,24]",FALSE,FALSE,Closed,Black / Blue
Sony MDREX100APP,0,In Ear,"[5,24]",FALSE,FALSE,Closed,Black / Pink
Sony MDREX25LPBLU,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Blue / White
Sony MDREX25LPPNK,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Pink
Sony MDREX25LPVLT,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Purple
Sony MDREX38IP/BQ(U),0,In Ear,,FALSE,FALSE,Closed,Black
Sony MDREX38IP/WQ(U),0,In Ear,,FALSE,FALSE,Closed,White
Sony XBA-1,0,In Ear,"[5,25]",FALSE,FALSE,Closed,Black / Silver
Sony XBAC10IPBL,0,In Ear,"[5,25]",TRUE,FALSE,Closed,Black
Sony XBAC10IPWH,0,In Ear,"[5,25]",TRUE,FALSE,Closed,White
A4Tech L-610-1,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
A4Tech MK-630P,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / White
A4Tech MK-650P,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / Silver
Creative Labs Aurvana In-Ear2,0,In Ear,"[15,16]",FALSE,FALSE,Closed,Black / Silver
Creative Labs HQ-1450,0,Supra-aural,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Creative Labs Aurvana In-Ear3,0,In Ear,"[10,17]",FALSE,FALSE,Closed,Black / Silver
Creative Labs EP-660,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Black / Silver
Creative Labs EP-830,0,In Ear,"[6,23]",FALSE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-200B,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Cyber Acoustics AC-744,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics ACM-940,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Cyber Acoustics AC-400MV,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Cyber Acoustics AC-401,30.6,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Cyber Acoustics AC-404,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-648,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-744,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-850,34.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-94,0,Earbud,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-960,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Cyber Acoustics AC-9648,0,Circumaural,,TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-96I,0,In Ear,,TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-740,0,Earbud,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics ACM-62,0,Supra-aural,,FALSE,FALSE,Closed,Black
Cyber Acoustics ACM-62B,0,Supra-aural,"[20,18]",FALSE,FALSE,Closed,Black
Cyber Acoustics ACM-7002,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics ACM-940,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Cyber Acoustics HE200RB,0,Supra-aural,,FALSE,FALSE,Closed,Black / Silver
Altec Lansing MZX736,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Blue / White
Antec BXH-100 BLK,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Red
Antec BXH-100 GRN,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Green / White
Antec BXH-100 GRY,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Gray
Antec BXH-100 SIL,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Silver
Antec BXH-100 WHI,0,In Ear,"[20,20]",FALSE,FALSE,Closed,White / Purple
Apple MB770G,0,Earbud,,TRUE,FALSE,Closed,White
ARCTIC P301,0,Circumaural,"[12,24]",TRUE,FALSE,Closed,Black / Silver
Panasonic RP-HT227,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Panasonic RP-DJS400-K,0,Circumaural,"[10,27]",FALSE,FALSE,Closed,Black / Orange
Panasonic RP-DJS400-R,0,Supra-aural,"[10,27]",FALSE,FALSE,Closed,Black / Red
Panasonic RP-DJS400-W,0,Circumaural,"[10,27]",FALSE,FALSE,Closed,White
Panasonic RP-DJS400-Z,0,Supra-aural,"[10,27]",FALSE,FALSE,Closed,White / Pink
Panasonic RP-HT227,0,Circumaural,"[18,22]",FALSE,FALSE,Closed,Black / Silver
Panasonic RP-HTF295,0,Circumaural,,FALSE,FALSE,Closed,Black
Panasonic RP-HTF600-S,0,Circumaural,"[10,28]",FALSE,FALSE,Closed,Black / Silver
Panasonic RP-HTF890-S,0,Circumaural,"[5,30]",FALSE,FALSE,Open,Black / Silver
Panasonic RP-HTX7-A1,0,Circumaural,,FALSE,FALSE,Closed,Black / Blue
Panasonic RP-HTX7-C1,0,Circumaural,,FALSE,FALSE,Closed,Black / White
Panasonic RP-HTX7-G1,0,Circumaural,"[7,22]",FALSE,FALSE,Closed,Black / Green
Panasonic RP-HTX7-K1,0,Circumaural,"[7,22]",FALSE,FALSE,Closed,Black / Silver
Panasonic RP-HTX7-W1,0,Circumaural,"[7,22]",FALSE,FALSE,Closed,Black / White
Panasonic RP-HTX7P1,0,Circumaural,"[7,22]",FALSE,FALSE,Closed,Black / Pink
Panasonic RP-HTX7R1,0,Circumaural,"[7,22]",FALSE,FALSE,Closed,Black / Red
Panasonic RPHT360,0,Circumaural,"[10,27]",FALSE,FALSE,Closed,Black / Silver
Shure SE215CLR,0,In Ear,,FALSE,FALSE,Closed,Translucent Black
Yamaha RH5MA,0,Supra-aural,"[20,20]",FALSE,FALSE,Closed,Black
SteelSeries 51006,0,Circumaural,,TRUE,FALSE,Closed,Black / White
SteelSeries Siberia,0,In Ear,"[30,24]",FALSE,FALSE,Closed,White
SteelSeries 7H,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,Black
SteelSeries 5H v2,0,Circumaural,"[16,28]",TRUE,FALSE,Semi-open,Black
SteelSeries 7h,0,Circumaural,,TRUE,FALSE,Closed,Black
