name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Patriot Signature Line 8 GB,,"[4,2133]","[1,8]",,Green / Black,14.065,15
Crucial CT102472BF160B 8 GB,44.99,"[3,1600]","[1,8]",5.624,Green / Black,13.75,11
Crucial CT16G4WFD824A 16 GB,99.44,"[4,2400]","[1,16]",6.215,Green,14.167,17
Crucial Ballistix Sport LT 16 GB,,"[4,2400]","[2,8]",,Camo,13.333,16
Kingston KTL-TS424S8/8G 8 GB,,"[4,2400]","[1,8]",,Green / Black,14.167,17
Corsair Vengeance LPX 16 GB,,"[4,4600]","[2,8]",,Black / Yellow,8.261,19
Klevv BOLT 8 GB,,"[4,3000]","[1,8]",,Black / Gold,10,15
Klevv BOLT 16 GB,,"[4,3000]","[1,16]",,Black / Gold,10,15
ADATA XPG GAMMIX D10 8 GB,,"[4,2400]","[1,8]",,Black / White,13.333,16
ADATA XPG GAMMIX D10 8 GB,,"[4,2400]","[2,4]",,Black / White,13.333,16
ADATA XPG GAMMIX D10 16 GB,,"[4,3000]","[2,8]",,Red / White,10.667,16
ADATA XPG GAMMIX D10 8 GB,,"[4,3000]","[1,8]",,Red / White,10.667,16
Patriot Viper RGB 16 GB,,"[4,2666]","[2,8]",,Black / Silver,11.253,15
Patriot Viper RGB 16 GB,,"[4,3000]","[2,8]",,White / Black,10,15
G.Skill Flare X 16 GB,,"[4,2933]","[2,8]",,Black,9.547,14
Crucial Ballistix Tactical 64 GB,,"[4,3000]","[4,16]",,Black,10,15
ADATA XPG SPECTRIX D41 16 GB,,"[4,2666]","[2,8]",,Red,12.003,16
Corsair Vengeance LED 16 GB,,"[4,2933]","[2,8]",,Black,10.91,16
G.Skill F2-6400CL5D-4GBNT 4 GB,,"[2,800]","[2,2]",,Blue / Black,12.5,5
Corsair Vengeance RGB Pro 64 GB,,"[4,3000]","[4,16]",,White,10,15
Patriot Signature Line 4 GB,,"[4,2400]","[1,4]",,Green / Black,14.167,17
ADATA Premier 8 GB,,"[4,2133]","[1,8]",,Green / Black,14.065,15
Corsair Vengeance RGB Pro 128 GB,,"[4,3000]","[8,16]",,Black,10.667,16
Corsair Vengeance RGB Pro 128 GB,,"[4,3000]","[8,16]",,White,10.667,16
Corsair Vengeance RGB Pro 16 GB,,"[4,4266]","[2,8]",,Black,8.908,19
Kingston HyperX Fury 64 GB,,"[4,2933]","[4,16]",,Black / White,11.592,17
Corsair Vengeance RGB Pro 128 GB,,"[4,3200]","[8,16]",,Black,10,16
Patriot Viper 4 16 GB,,"[4,3733]","[2,8]",,Red / Black,9.108,17
TEAMGROUP T-Force Xtreem 16 GB,,"[4,3866]","[2,8]",,Black / White,9.312,18
Corsair Vengeance LPX 16 GB,,"[4,4700]","[2,8]",,Black / Yellow,8.085,19
Crucial CT2K4G4DFS632A 8 GB,,"[4,3200]","[2,4]",,Green / Black,13.75,22
G.Skill Flare X 32 GB,,"[4,2933]","[2,16]",,Black,9.547,14
Corsair Vengeance RGB Pro 32 GB,,"[4,3000]","[4,8]",,White,10,15
TEAMGROUP Elite Plus 8 GB,,"[4,2400]","[2,4]",,Black / Gold,13.333,16
TEAMGROUP T-Force Dark 8 GB,,"[4,3000]","[2,4]",,Silver / Black,10.667,16
Patriot Viper Steel 32 GB,,"[4,3000]","[2,16]",,Silver / Black,10.667,16
Kingston HyperX Predator 64 GB,,"[4,3200]","[4,16]",,Black / Gray,10,16
Kingston KSM26ED8/16ME 16 GB,,"[4,2666]","[1,16]",,Green,14.254,19
G.Skill Trident Z Royal 32 GB,,"[4,3200]","[4,8]",,Gold,8.75,14
G.Skill Trident Z Neo 32 GB,,"[4,3200]","[4,8]",,Silver / Black,10,16
Corsair Vengeance LPX 128 GB,,"[4,2400]","[4,32]",,Black / Yellow,13.333,16
Corsair Vengeance LPX 32 GB,,"[4,2400]","[1,32]",,Black / Yellow,13.333,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"[4,2666]","[1,16]",,Red,13.503,18
TEAMGROUP T-Force Vulcan Z 8 GB,,"[4,2666]","[1,8]",,Red,13.503,18
OLOy WarHawk RGB 16 GB,,"[4,3600]","[2,8]",,Red / White,10,18
OLOy MD4U082417IFDA 16 GB,,"[4,2400]","[2,8]",,Red,14.167,17
OLOy WarHawk RGB 32 GB,,"[4,3600]","[2,16]",,Black / White,10,18
Crucial Ballistix Elite 8 GB,,"[4,4000]","[1,8]",,Black,9,18
Patriot Signature Premium 16 GB,,"[4,2400]","[2,8]",,Black,14.167,17
Kingston HyperX Fury RGB 16 GB,,"[4,3466]","[2,8]",,Black,9.233,16
Patriot Viper RGB 16 GB,,"[4,3600]","[2,8]",,Black,9.444,17
G.Skill Trident Z Royal 32 GB,,"[4,3600]","[4,8]",,Silver,10,18
Corsair Vengeance RGB Pro 128 GB,,"[4,2666]","[4,32]",,Black,12.003,16
G.Skill Trident Z Royal 128 GB,,"[4,3200]","[4,32]",,Gold,10,16
Crucial Ballistix 64 GB,,"[4,3600]","[2,32]",,Black,8.889,16
Crucial Ballistix RGB 64 GB,,"[4,3600]","[2,32]",,White,8.889,16
G.Skill Trident Z Royal 64 GB,,"[4,3200]","[2,32]",,Silver,10,16
G.Skill Trident Z Neo 64 GB,519.11,"[4,3600]","[8,8]",8.111,Black / Silver,7.778,14
Corsair Dominator Platinum RGB 32 GB,,"[4,3200]","[2,16]",,Black,10,16
GeIL GeIL EVO X II 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 36,,"[4,3600]","[2,8]",,Black,10,18
OLOy MD4U083216BHDA 16 GB,,"[4,3200]","[2,8]",,Red,10,16
TEAMGROUP T-Force Dark Z 32 GB,,"[4,3600]","[2,16]",,Silver,10,18
TEAMGROUP T-Force Dark Z 16 GB,,"[4,3600]","[2,8]",,Red / Black,10,18
OLOy OWL 32 GB,,"[4,3000]","[2,16]",,Orange,10.667,16
Kingston HyperX Predator 16 GB,,"[4,3200]","[1,16]",,Black / Silver,10,16
ADATA XPG SPECTRIX D50 32 GB,,"[4,3600]","[2,16]",,Black,10,18
Corsair Vengeance LPX 128 GB,,"[4,3000]","[4,32]",,Black,10.667,16
G.Skill Trident Z Royal 16 GB,,"[4,4266]","[2,8]",,Silver,7.501,16
V-Color SKYWALKER PLUS 32 GB,,"[4,3200]","[2,16]",,Silver / Black,10,16
Kingston ValueRAM 8 GB,21.85,"[4,2666]","[1,8]",2.731,Green,14.254,19
Apacer AU 16 GB,,"[4,2666]","[1,16]",,Black,14.254,19
Apacer AU 4 GB,,"[4,2666]","[1,4]",,Black,14.254,19
TEAMGROUP T-Create Classic 32 GB,,"[4,2666]","[2,16]",,Silver,14.254,19
OLOy Blade RGB 32 GB,,"[4,3200]","[2,16]",,White,10,16
G.Skill Trident Z Royal 32 GB,,"[4,4000]","[2,16]",,Silver / Black,7,14
G.Skill Trident Z5 32 GB,,"[5,5600]","[2,16]",,Silver / Black,12.857,36
G.Skill Trident Z5 32 GB,,"[5,6000]","[2,16]",,Silver / Black,13.333,40
Acer Predator Apollo RGB 16 GB,,"[4,3200]","[2,8]",,Silver / Black,8.75,14
Acer Predator Apollo RGB 32 GB,,"[4,3600]","[2,16]",,Silver / Black,7.778,14
Acer Predator Apollo RGB 16 GB,,"[4,3600]","[2,8]",,Silver / Black,10,18
G.Skill Trident Z5 RGB 32 GB,,"[5,5600]","[2,16]",,Silver / Black,12.857,36
G.Skill Ripjaws V 32 GB,,"[4,4266]","[2,16]",,Black,7.501,16
G.Skill TridentZ RGB 16 GB,,"[4,4400]","[2,8]",,Black,8.182,18
HP V10 RGB 16 GB,,"[4,3200]","[2,8]",,Silver / Black,8.75,14
HP V8 RGB 32 GB,,"[4,3600]","[2,16]",,Black / Silver,10,18
Kingston FURY 16 GB,,"[4,2400]","[1,16]",,Black,12.5,15
GeIL Orion RGB AMD Edition 64 GB,,"[4,3200]","[4,16]",,Gray,13.75,22
TEAMGROUP T-Force Delta RGB 8 GB,,"[4,3000]","[1,8]",,Black,10.667,16
Kingston Server Premier 32 GB,,"[4,2666]","[1,32]",,,14.254,19
Kingston Server Premier 8 GB,33.4,"[4,2666]","[1,8]",4.175,,14.254,19
Kingston ValueRAM 16 GB,70.65,"[5,4800]","[2,8]",4.416,,16.667,40
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"[4,5333]","[2,8]",,Black,8.251,22
Lexar Hades OC 16 GB,,"[4,3200]","[1,16]",,Gray / Black,11.25,18
Lexar Hades OC 8 GB,,"[4,3200]","[1,8]",,Gray / Black,11.25,18
VisionTek OCPC PISTA RGB 32 GB,,"[5,5200]","[2,16]",,Gray,13.846,36
VisionTek OCPC PISTA RGB 16 GB,,"[5,5200]","[2,8]",,Gray,13.846,36
V-Color SKYWALKER PLUS 32 GB,,"[4,3600]","[2,16]",,Black,10,18
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"[4,4533]","[2,8]",,White,7.942,18
TEAMGROUP T-Force Xtreem 16 GB,,"[4,5333]","[2,8]",,Black / White,8.251,22
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,"[4,2933]","[1,8]",,Black / Gold,10.91,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,,"[4,3200]","[2,32]",,Black / Gold,10,16
ADATA XPG GAMMIX D45 8 GB,,"[4,3600]","[1,8]",,Black,10,18
ADATA XPG SPECTRIX D50 8 GB,,"[4,3600]","[1,8]",,Black,10,18
ADATA XPG SPECTRIX D50 16 GB,,"[4,3600]","[1,16]",,Black,10,18
ADATA XPG SPECTRIX D50 16 GB,,"[4,3600]","[2,8]",,Black,10,18
ADATA XPG SPECTRIX D50 16 GB,,"[4,3600]","[1,16]",,White,10,18
ADATA XPG SPECTRIX D50 32 GB,,"[4,3600]","[1,32]",,White,10,18
Mushkin Redline Lumina 64 GB,,"[4,3200]","[2,32]",,White,8.75,14
Mushkin Redline 32 GB,,"[4,3200]","[2,16]",,White,8.75,14
Mushkin Silverline 16 GB,35.76,"[4,2400]","[1,16]",2.235,Silver,14.167,17
Mushkin Silverline 8 GB,,"[4,2666]","[1,8]",,Silver,14.254,19
Mushkin Proline 32 GB,78.12,"[4,2933]","[1,32]",2.441,,15.002,22
G.Skill Trident Z Royal 256 GB,,"[4,3600]","[8,32]",,Gold,8.889,16
G.Skill F4-3200C16D-16GTZKY 16 GB,,"[4,3200]","[2,8]",,Black / Yellow,10,16
G.Skill Ripjaws 4 8 GB,,"[4,3200]","[1,8]",,Black,10,16
G.Skill Trident Z RGB 16 GB,,"[4,3200]","[2,8]",,Black,10,16
Acer UD100 8 GB,,"[4,2666]","[1,8]",,Black,14.254,19
Acer UD100 8 GB,,"[4,3200]","[1,8]",,Black,13.75,22
Silicon Power XPOWER Zenith Gaming 8 GB,,"[4,3200]","[1,8]",,Black,10,16
TEAMGROUP T-Force Vulcan 16 GB,,"[5,5200]","[1,16]",,Red,14.615,38
G.Skill Trident Z5 RGB 64 GB,,"[5,6000]","[2,32]",,Black,10.667,32
G.Skill Trident Z5 64 GB,,"[5,6000]","[2,32]",,Black,10.667,32
Corsair Vengeance 64 GB,,"[5,5600]","[2,32]",,Gray,12.857,36
Thermaltake TOUGHRAM XG RGB 16 GB,171.44,"[4,4000]","[2,8]",10.715,Black / Silver,9.5,19
Corsair Dominator Platinum RGB 64 GB,,"[5,5600]","[2,32]",,Black,14.286,40
V-Color Manta XPrism RGB 32 GB,,"[5,7800]","[2,16]",,Silver,9.744,38
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"[5,6000]","[2,16]",,Black,13.333,40
Timetec PINNACLE Konduit 64 GB,,"[4,3600]","[2,32]",,White,10,18
Timetec PINNACLE Konduit RGB 16 GB,,"[4,3600]","[2,8]",,Black,10,18
Thermaltake TOUGHRAM XG RGB D5 32 GB,,"[5,5600]","[2,16]",,White / Silver,12.857,36
Crucial CT4G4DFS6266 4 GB,39.85,"[4,2666]","[1,4]",9.963,Green,14.254,19
OLOy Blade RGB 32 GB,,"[4,4600]","[2,16]",,Black / Silver,8.261,19
OLOy Blade RGB 16 GB,,"[4,3600]","[2,8]",,Black / Silver,10,18
OLOy Blade RGB 64 GB,,"[4,3200]","[2,32]",,Black / Silver,10,16
TEAMGROUP Elite Plus 8 GB,,"[4,3200]","[1,8]",,Black / Gold,13.75,22
Klevv CRAS XR5 RGB 32 GB,,"[5,6200]","[2,16]",,White / Black,10.323,32
Klevv BOLT V 32 GB,,"[5,6800]","[2,16]",,Black,10,34
GeIL EVO V RGB 48 GB,,"[5,6800]","[1,48]",,White,10.588,36
GOODRAM IRP-W4000D4V64L18S/8G 8 GB,,"[4,4000]","[1,8]",,White,9,18
Apacer Panther RGB 32 GB,,"[5,5200]","[2,16]",,Silver / Black,14.615,38
Patriot Viper Steel 16 GB,26.99,"[4,2400]","[1,16]",1.687,Black,15,18
G.Skill Ripjaws 16 GB,99,"[4,2666]","[1,16]",6.188,Black,13.503,18
Corsair Vengeance Performance 16 GB,34.99,"[4,2666]","[1,16]",2.187,Black / Yellow,13.503,18
G.Skill F3-12800CL9D-8GBSQ 8 GB,,"[3,1600]","[2,4]",,Green,11.25,9
Corsair Vengeance Performance 8 GB,29.99,"[4,2400]","[2,4]",3.749,Black,13.333,16
G.Skill Ripjaws V 64 GB,,"[4,3600]","[4,16]",,Black,7.778,14
Patriot Signature Line 16 GB,44.99,"[5,4800]","[1,16]",2.812,Black,19.167,46
G.Skill Trident Z Royal 16 GB,,"[4,3600]","[2,8]",,Gold,10,18
Kingston KVR18R13D4/16 16 GB,91.93,"[3,1866]","[1,16]",5.746,Blue,13.934,13
Crucial CT32G4RFD424A 32 GB,49.99,"[4,2400]","[1,32]",1.562,,14.167,17
G.Skill Trident Z Royal Elite 16 GB,174.99,"[4,3600]","[2,8]",10.937,Silver,7.778,14
Kingston ValueRAM 8 GB,25.06,"[4,3200]","[1,8]",3.132,,13.75,22
Kingston ValueRAM 8 GB,24.99,"[4,3200]","[1,8]",3.124,,13.75,22
G.Skill Trident Z Neo 16 GB,,"[4,3600]","[2,8]",,Black / White,7.778,14
Kingston Server Premier 16 GB,47.57,"[4,2666]","[1,16]",2.973,,14.254,19
Kingston FURY Beast 64 GB,164.25,"[4,3200]","[4,16]",2.566,Black,10,16
G.Skill Ripjaws 16 GB,179.99,"[3,1600]","[4,4]",11.249,Black / Red,11.25,9
Corsair XMS2 2 GB,74.95,"[2,800]","[2,1]",37.475,Black / Purple,10,4
G.Skill Ripjaws 4 GB,21.71,"[3,1600]","[2,2]",5.428,Black / Red,11.25,9
G.Skill F3-12800CL11S-4GBSQ 4 GB,48,"[3,1600]","[1,4]",12,Green,13.75,11
Corsair CMV8GX3M2A1600C11 8 GB,44.99,"[3,1600]","[2,4]",5.624,Green,13.75,11
G.Skill Aegis 8 GB,64,"[3,1600]","[1,8]",8,,13.75,11
G.Skill Trident Z 16 GB,79.36,"[4,3200]","[2,8]",4.96,Silver / Black,9.375,15
Corsair Vengeance LED 16 GB,174.99,"[4,2400]","[2,8]",10.937,Black / White,13.333,16
G.Skill Sniper X 16 GB,,"[4,3200]","[2,8]",,Black / Camo,10,16
G.Skill Sniper X 16 GB,204.32,"[4,3400]","[2,8]",12.77,Camo / Black,9.412,16
G.Skill Trident Z Royal 16 GB,119.99,"[4,3200]","[2,8]",7.499,Gold,8.75,14
G.Skill Trident Z Royal 32 GB,,"[4,4000]","[2,16]",,Silver,8,16
Mushkin Proline 16 GB,48.04,"[4,3200]","[1,16]",3.002,,13.75,22
Kingston ValueRAM 1 GB,30.36,"[2,800]","[1,1]",30.36,Green,12.5,5
Crucial CT51264BF160BJ 4 GB,14.69,"[3,1600]","[1,4]",3.672,Black / Green,13.75,11
G.Skill Ripjaws 32 GB,154.17,"[4,2666]","[4,8]",4.818,Red,11.253,15
Patriot Viper 4 8 GB,61.72,"[4,2800]","[2,4]",7.715,Black / Red,11.429,16
Samsung M471B5273DH0-CH9 4 GB,13.5,"[3,1333]","[1,4]",3.375,Black / Green,13.503,9
G.Skill Ripjaws V 32 GB,,"[4,2800]","[2,16]",,Black,10,14
Corsair Vengeance LED 16 GB,,"[4,3000]","[2,8]",,Black / Blue,10,15
Corsair Vengeance LPX 8 GB,49,"[4,2400]","[1,8]",6.125,Black / Yellow,11.667,14
Crucial Ballistix Tactical Tracer 64 GB,594.05,"[4,3000]","[4,16]",9.282,Silver,10.667,16
Crucial CT2K8G4RFS424A 16 GB,119.99,"[4,2400]","[2,8]",7.499,Green / Black,14.167,17
ADATA XPG GAMMIX D10 16 GB,,"[4,2400]","[1,16]",,Black / White,13.333,16
Patriot Viper RGB 16 GB,,"[4,4133]","[2,8]",,Black / Silver,9.194,19
Crucial CT2K16G4SFD8266 32 GB,99.99,"[4,2666]","[2,16]",3.125,Green / Black,14.254,19
G.Skill Trident Z Royal 16 GB,,"[4,4000]","[2,8]",,Silver,8.5,17
TEAMGROUP T-Force Vulcan Z 16 GB,,"[4,3200]","[1,16]",,Red,10,16
Kingston HyperX Fury RGB 32 GB,,"[4,3466]","[4,8]",,Black,9.233,16
G.Skill Trident Z Royal 32 GB,308.2,"[4,3600]","[4,8]",9.631,Gold,7.778,14
G.Skill Trident Z Neo 128 GB,,"[4,2666]","[4,32]",,Black / Silver,13.503,18
Crucial Ballistix MAX RGB 32 GB,,"[4,4000]","[2,16]",,Black,9,18
Kingston HyperX Fury 32 GB,,"[4,3466]","[4,8]",,Black,9.233,16
G.Skill Trident Z Royal 128 GB,,"[4,3200]","[4,32]",,Silver,8.75,14
Kingston Fury Renegade RGB 8 GB,40.04,"[4,3200]","[1,8]",5.005,Black,10,16
G.Skill Trident Z5 RGB 32 GB,,"[5,5600]","[2,16]",,Black,10.714,30
G.Skill Trident Z Royal 32 GB,,"[4,4400]","[2,16]",,Silver,8.636,19
G.Skill F4-3600C16Q2-64GTZSW 64 GB,358.16,"[4,3600]","[8,8]",5.596,Gray / White,8.889,16
Corsair Vengeance RGB Pro SL 256 GB,,"[4,3200]","[8,32]",,Black,10,16
Silicon Power SP016GBLFU266B02 16 GB,66.97,"[4,2666]","[1,16]",4.186,,14.254,19
PROXMEM SPEAR 32 GB,104.99,"[5,5600]","[2,16]",3.281,Black / Silver,12.857,36
Corsair Dominator 6 GB,,"[3,1600]","[3,2]",,Black / White,10,8
Kingston HyperX 2 GB,,"[2,800]","[2,1]",,Blue / White,10,4
Kingston ValueRAM 2 GB,18.98,"[3,1066]","[1,2]",9.49,Green,13.133,7
G.Skill Ripjaws 12 GB,,"[3,1600]","[3,4]",,Black / Red,11.25,9
Corsair Vengeance 8 GB,,"[3,1600]","[2,4]",,Black / Silver,11.25,9
G.Skill Ripjaws 8 GB,,"[3,1600]","[4,2]",,Black / Red,11.25,9
Kingston HyperX Blu 4 GB,,"[3,1600]","[2,2]",,Blue / Silver,11.25,9
Patriot Gamer 2 4 GB,,"[3,1333]","[2,2]",,Black / Blue,13.503,9
Kingston KVR1066D3/1GR 1 GB,,"[3,1066]","[1,1]",,Green,13.133,7
G.Skill Ripjaws X + Turbulence II 8 GB,,"[3,2200]","[2,4]",,Black / Red,8.182,9
Patriot Signature 8 GB,71.02,"[3,1600]","[2,4]",8.877,Blue / Silver,13.75,11
Corsair Vengeance 4 GB,,"[3,1600]","[1,4]",,Black / Blue,11.25,9
Crucial Ballistix Sport 8 GB,,"[3,1333]","[2,4]",,Black / Silver,13.503,9
Kingston KVR1066D3S7/1G 1 GB,,"[3,1066]","[1,1]",,Green,13.133,7
Kingston Value 1 GB,22.99,"[2,400]","[1,1]",22.99,Green,15,3
Kingston KVR1333D3S9/1G 1 GB,,"[3,1333]","[1,1]",,Green,13.503,9
G.Skill F2-6400CL5S-1GBSK 1 GB,,"[2,800]","[1,1]",,Blue / Silver,12.5,5
Corsair Vengeance 8 GB,,"[3,1600]","[2,4]",,Black / White,11.25,9
Samsung MV-3T4G3D/US 8 GB,,"[3,1600]","[2,4]",,Black,13.75,11
Kingston Blu 4 GB,,"[3,1600]","[1,4]",,Blue / Silver,11.25,9
OCZ Gold 4 GB,,"[3,1600]","[2,2]",,Black / Gold,10,8
Mushkin Essentials 8 GB,22.69,"[3,1333]","[2,4]",2.836,Green,13.503,9
Crucial CT2KIT102464BF1339 16 GB,69.98,"[3,1333]","[2,8]",4.374,Green,13.503,9
Corsair Vengeance LP 16 GB,,"[3,1600]","[4,4]",,Black / Yellow,11.25,9
G.Skill Ripjaws Z 32 GB,,"[3,1866]","[8,4]",,Black / Red,9.646,9
G.Skill Ripjaws Z 16 GB,,"[3,2133]","[4,4]",,Black / Red,10.314,11
Corsair Dominator 32 GB,,"[3,1600]","[4,8]",,Black / Blue,11.25,9
Corsair Vengeance 8 GB,,"[3,2133]","[2,4]",,Black / Red,8.439,9
Mushkin Essentials 4 GB,18.98,"[3,1600]","[1,4]",4.745,Green,13.75,11
G.Skill Ripjaws Z 8 GB,,"[3,2133]","[4,2]",,Black / Blue,8.439,9
Mushkin Silverline 16 GB,,"[3,1333]","[4,4]",,Gray / Silver,13.503,9
Mushkin Redline 16 GB,,"[3,1600]","[4,4]",,Red,8.75,7
G.Skill Sniper 8 GB,,"[3,2133]","[2,4]",,Black / Red,8.439,9
Corsair Vengeance 4 GB,28.88,"[3,1600]","[1,4]",7.22,Black / Yellow,11.25,9
Patriot Viper Xtreme Division 4 8 GB,150,"[3,1866]","[4,2]",18.75,Black / Silver,9.646,9
G.Skill Ares 16 GB,86.48,"[3,2133]","[4,4]",5.405,Black / Blue,8.439,9
ADATA Premier 16 GB,,"[3,1333]","[2,8]",,Green,13.503,9
Crucial Ballistix Tactical Tracer 8 GB,,"[3,1600]","[2,4]",,Black / Silver,10,8
G.Skill Ripjaws Z 32 GB,,"[3,2133]","[4,8]",,Black / Red,10.314,11
G.Skill Ares 32 GB,,"[3,1866]","[4,8]",,Black / Blue,10.718,10
G.Skill Ripjaws X 32 GB,,"[3,2133]","[4,8]",,Black / Blue,8.439,9
Kingston KHX16C9K2/16 16 GB,,"[3,1600]","[2,8]",,Blue,11.25,9
Corsair Dominator Platinum 8 GB,,"[3,1866]","[2,4]",,Black / Silver,9.646,9
Patriot Viper 3 8 GB,,"[3,2133]","[2,4]",,Black / Silver,10.314,11
Patriot Viper 3 16 GB,,"[3,2133]","[2,8]",,Black / Silver,10.314,11
G.Skill Ripjaws X 32 GB,,"[3,1866]","[4,8]",,Black / Blue,9.646,9
Corsair Dominator Platinum 16 GB,,"[3,2400]","[2,8]",,Black / Silver,8.333,10
Patriot Viper 3 16 GB,,"[3,1600]","[2,8]",,Black / Red,12.5,10
Corsair Vengeance 8 GB,,"[3,2400]","[2,4]",,Black / Silver,8.333,10
Corsair Vengeance 16 GB,,"[3,1600]","[2,8]",,,11.25,9
G.Skill Trident X 32 GB,,"[3,1600]","[4,8]",,Black / Red,8.75,7
G.Skill NS 4 GB,,"[3,1600]","[1,4]",,Black,13.75,11
Corsair Dominator Platinum 32 GB,,"[3,1866]","[4,8]",,Black / Silver,9.646,9
Kingston HyperX Beast 32 GB,,"[3,2400]","[4,8]",,Black,9.167,11
Kingston HyperX 32 GB,,"[3,1600]","[4,8]",,Green / Silver,11.25,9
Crucial Ballistix Sport 32 GB,,"[3,1600]","[4,8]",,Black / Silver,11.25,9
Kingston XMP 10th Anniversary 16 GB,,"[3,1600]","[4,4]",,Gray / Silver,11.25,9
Crucial Ballistix Tactical Tracer 16 GB,,"[3,1600]","[2,8]",,,10,8
G.Skill Trident X 16 GB,,"[3,1600]","[2,8]",,Black / Red,8.75,7
G.Skill Sniper 8 GB,,"[3,2133]","[2,4]",,Black / Red,9.376,10
Kingston HyperX Beast 64 GB,,"[3,1866]","[8,8]",,Black,10.718,10
Mushkin Stealth 32 GB,,"[3,1600]","[4,8]",,Black / Gold,11.25,9
Avexir Core 8 GB,,"[3,1600]","[2,4]",,Black / Blue,11.25,9
Corsair Vengeance Pro 16 GB,,"[3,1866]","[2,8]",,Black / Silver,9.646,9
Corsair Vengeance Pro 16 GB,,"[3,1866]","[2,8]",,Black / Blue,9.646,9
Corsair Vengeance Pro 16 GB,,"[3,2400]","[2,8]",,Black / Red,8.333,10
Corsair Vengeance Pro 8 GB,,"[3,1600]","[2,4]",,Black / Blue,11.25,9
ADATA XPG V2 8 GB,,"[3,1600]","[2,4]",,Black / Silver,11.25,9
ADATA XPG V2 8 GB,,"[3,2400]","[2,4]",,Black / Yellow,9.167,11
ADATA XPG V2 16 GB,,"[3,2800]","[2,8]",,Black / Yellow,7.857,11
ADATA XPG V2 16 GB,,"[3,2600]","[2,8]",,Black / Silver,8.462,11
Kingston KVR13N9S8HK2/8 8 GB,,"[3,1333]","[2,4]",,Green,13.503,9
TEAMGROUP Xtreem LV 16 GB,,"[3,2400]","[2,8]",,,8.333,10
Crucial Ballistix Sport 4 GB,39.99,"[3,1866]","[1,4]",9.998,Black / Silver,10.718,10
ADATA XPG V1.0 8 GB,,"[3,1866]","[2,4]",,Red / Silver,10.718,10
G.Skill Ripjaws 8 GB,18.11,"[3,1600]","[1,8]",2.264,,13.75,11
G.Skill Aegis 8 GB,80,"[3,1333]","[2,4]",10,,13.503,9
Corsair Dominator Platinum 16 GB,,"[3,2666]","[2,8]",,Black / Silver,9.002,12
Corsair Dominator Platinum 16 GB,,"[3,2400]","[4,4]",,Black / Silver,7.5,9
GeIL EVO VELOCE 8 GB,,"[3,1333]","[1,8]",,Red / Silver,13.503,9
ADATA XPG V2 16 GB,,"[3,1866]","[2,8]",,Gold,10.718,10
G.Skill Ripjaws X 32 GB,,"[3,2133]","[4,8]",,Black / Red,10.314,11
ADATA XPG V1.0 16 GB,,"[3,1866]","[2,8]",,Red / Silver,10.718,10
Samsung M393B2G70DB0-YK0 16 GB,28.99,"[3,1600]","[1,16]",1.812,Black / Green,13.75,11
Kingston HyperX Fury 4 GB,42.39,"[3,1866]","[1,4]",10.598,Blue / Silver,10.718,10
Corsair Vengeance Pro 16 GB,,"[3,2133]","[2,8]",,Black / Red,8.439,9
Corsair Vengeance Pro 16 GB,,"[3,2666]","[2,8]",,Black / Red,8.252,11
Crucial CT51264BA1339J 4 GB,24.37,"[3,1333]","[1,4]",6.093,Black / Green,13.503,9
Corsair Vengeance LPX 16 GB,,"[4,2800]","[4,4]",,Black / Blue,10.714,15
G.Skill Value 32 GB,,"[4,2133]","[4,8]",,Black,14.065,15
G.Skill Ripjaws 32 GB,85.98,"[4,2133]","[4,8]",2.687,Black / Red,14.065,15
ADATA XPG Z1 32 GB,,"[4,2800]","[4,8]",,Red / Black,12.143,17
Crucial Ballistix Sport 8 GB,,"[4,2400]","[2,4]",,Gray / Silver,13.333,16
G.Skill Ripjaws 4 32 GB,,"[4,3000]","[4,8]",,Black,10,15
Kingston HyperX Savage 8 GB,,"[3,2133]","[2,4]",,Black / Red,10.314,11
Kingston HyperX Beast 64 GB,,"[3,2133]","[8,8]",,Black,10.314,11
G.Skill Trident X 8 GB,,"[3,3100]","[2,4]",,Black / Red,7.742,12
Crucial Ballistix Elite 16 GB,,"[3,1600]","[4,4]",,Black / White,10,8
Corsair Vengeance LPX 16 GB,,"[4,2400]","[4,4]",,Black,12.5,15
G.Skill Ripjaws 4 16 GB,,"[4,3000]","[4,4]",,Black / Blue,10,15
Corsair Vengeance LPX 32 GB,,"[4,2400]","[4,8]",,Red,12.5,15
Samsung M393A1G40DB0-CPB 8 GB,19.57,"[4,2133]","[1,8]",2.446,Black / Green,14.065,15
Corsair Vengeance LPX 64 GB,,"[4,2133]","[8,8]",,Black,14.065,15
Corsair Vengeance Pro 16 GB,,"[3,2400]","[4,4]",,Black / Red,7.5,9
Corsair Vengeance LPX 32 GB,,"[4,2800]","[4,8]",,Black,10.714,15
