name,price,size,color,rpm,airflow,noise_level,pwm
Thermalright TL-C12B-S V3 X3 3-Pack,16.89,120,Black,,66.17,25.6,TRUE
Enermax SquA RGB 3-Pack,29.99,120,Black,"[300,1500]",,,TRUE
Phanteks F120SP,,120,Black / White,,54.4,24.2,FALSE
ARCTIC P14 5-Pack,33.99,140,Black,,72.8,22.5,FALSE
NZXT Aer F,,120,Black,"[500,1500]",,,TRUE
Razer Kunai Chroma 3-Pack,97.99,140,Black,"[500,1600]",,,TRUE
Asiahorse FS-N001 3-Pack,,120,White,"[800,1500]",,,TRUE
Noctua A14 ULN,30.18,140,Brown,"[650,800]",,,FALSE
Deepcool RF M 5-Pack,,120,Black / White,"[500,1500]",56.5,27,TRUE
ARCTIC BioniX F140,,140,Black / White,,104,25.3,FALSE
ARCTIC F12 PST,10.19,120,White,"[230,1350]",53,22.5,TRUE
Phanteks M25-140 PWM D-RGB 3-Pack,44.96,140,White,"[500,1800]",104.62,36.57,TRUE
Thermaltake Pure 20 ARGB Sync Case Fan TT Premium Edition,35.61,200,Black,"[500,1000]",129.54,31.2,TRUE
be quiet! Shadow Wings 2,14.9,140,White / Black,,,14.9,TRUE
Noctua B9 redux-1600 PWM,12.99,92,Black / Gray,"[350,1600]",37.85,17.6,TRUE
be quiet! Shadow Wings 2,14.9,120,Black,,38.5,15.7,FALSE
Corsair iCUE QL140 2-Pack,102.99,140,White / Black,"[550,1250]",50.2,26,TRUE
Noctua F12 industrialPPC-2000,27.91,120,Brown / Black,,71.69,29.7,FALSE
Corsair ML Elite,23.48,120,Black,"[450,2000]",,,TRUE
upHere T7SYC7 3-Pack,27.99,120,Black,"[600,1700]",,,TRUE
Phanteks M25-120 PWM,14.98,120,Black,"[500,2000]",84.26,35.7,TRUE
Delta Electronics PFB0912DHE-F00,,92,Black,,175.03,66.5,FALSE
Thermaltake Pure,13.99,200,Black,,129.63,28.2,FALSE
Lian Li Uni Fan SL,21.99,140,Black,"[500,1500]",70.5,30,TRUE
Corsair iCUE AF120 RGB SLIM 2-Pack,63.99,120,Black,"[600,2000]",,27.5,TRUE
Noctua S12B redux-1200,14.95,120,Black / Gray,,59.1,18.1,FALSE
Montech METAL 120 PWM,9.9,120,Black,"[800,1950]",69,26,TRUE
Asus TUF GAMING TF120 ARGB White,13.99,120,White,"[250,1900]",76,29,TRUE
ARCTIC F PST,11.71,140,Black,"[200,1350]",74,,TRUE
NZXT F140 RGB DUO 2-Pack,72.39,140,White,"[500,1800]",84.75,36,TRUE
ARCTIC F14,49.99,140,White / Black,"[550,1350]",77.3,,TRUE
Phanteks M25-140 PWM,15.98,140,Black,"[500,1800]",104.62,36.57,TRUE
Thermaltake TOUGHFAN 12 Pro 2-Pack,49.98,120,Black,"[500,2000]",,,TRUE
be quiet! Light Wings 3-Pack,79.9,140,White,,71.7,31,TRUE
Antec Fusion 120 ARGB,25.25,120,Black,"[600,2000]",57.93,,TRUE
ID-COOLING NO-12015-XT ARGB SNOW,14.99,120,White,"[500,2000]",54.6,,TRUE
Corsair SP120 High Performance,43.4,120,White / Black,,52,26,TRUE
Cooler Master MasterFan MF140 Halo²,27,140,Black,,59.51,27,TRUE
Cooler Master MOBIUS 140P ARGB,30.99,140,Black,,76.5,30,TRUE
EK Loop Fan FPT 120 D-RGB,34.99,120,White,"[550,2300]",77,36,TRUE
Vetroo ARGB120 3-Pack,,120,White,,48.1,,TRUE
Fractal Design Dynamic X2 GP,25.2,120,Black,"[500,2000]",87.6,32.2,TRUE
Corsair ML120 Pro,,120,Black,"[400,2400]",,,TRUE
ARCTIC BioniX P120 A-RGB,21.32,120,Black,"[400,2300]",48,30,TRUE
Scythe Wonder Snail 120,12.95,120,Black,"[300,2400]",,,TRUE
Fractal Design Dynamic X2 GP,37.95,180,Black,"[300,1200]",,,TRUE
Thermalright TL-B8,7.89,80,Gray,,34,24,TRUE
ID-COOLING TF-12025-ARGB-TRIO 3-Pack,,120,Black / White,"[500,1500]",68.2,,TRUE
Noctua R8 redux-1200,12.95,80,Black / Gray,,21.07,9.1,FALSE
Silverstone Air Slimmer 120,34.84,120,Black,,,,TRUE
Noctua A14 industrialPPC-2000,29.95,140,Brown / Black,,107.42,31.5,FALSE
Corsair iCUE ML RGB ELITE Premium,36.13,140,White,"[400,1600]",,,TRUE
ARCTIC P12 PST RGB 0dB,14.58,120,Black,,48.8,,TRUE
Thermaltake SWAFAN EX ARGB 3-Pack,89.99,140,White,"[500,2000]",,,TRUE
NZXT F140 RGB DUO,34.99,140,Black,"[500,1800]",84.75,36,TRUE
Deepcool RF 120 3-Pack,54.96,120,Black / Clear,"[500,1500]",56.5,,TRUE
be quiet! Pure Wings 2,12.77,80,Black,"[450,1900]",26.3,19.2,TRUE
Enermax T.B. RGB 6-Pack,87.79,120,Black,"[500,1500]",47.53,22,TRUE
NZXT AER RGB 2 3-Pack,,120,Black,"[500,1500]",,,TRUE
NZXT AER RGB 2 3-Pack,,120,White,"[500,1500]",,,TRUE
Razer Kunai Chroma,38.99,120,Black,"[500,2200]",,,TRUE
Corsair SP120 3-Pack,,120,White / Black,,52,26,TRUE
be quiet! Shadow Wings 2,14.9,120,White / Black,,38.5,15.9,TRUE
Thermalright TL-B14,12.99,140,Gray,,82.5,27.6,TRUE
Thermaltake TOUGHFAN 14 Pro 2-Pack,49.99,140,Black,"[500,2000]",,,TRUE
MSI Torx,98.75,120,Black / Red,"[500,1800]",,,TRUE
Corsair iCUE QL140,49.99,140,Black,"[550,1250]",50.2,26,TRUE
Silverstone Air Slimmer 120 ARGB,34.2,120,Black,,,,TRUE
Noctua P14r redux-1500 PWM,15.95,140,Black / Gray,"[450,1500]",78.69,25.8,TRUE
Corsair AF120 (2018),34.29,120,Black / White,,52,26,FALSE
Thermalright TL-B12,11.69,120,Black,,69,28.1,TRUE
Thermalright TL-E12B EXTREM,8.99,120,Black,,78,27.7,TRUE
Deepcool XFAN,,80,Black,,21.8,20,FALSE
Enermax SquA RGB 3-Pack,29.99,120,White,"[300,1500]",,,TRUE
Phanteks M25-120 PWM D-RGB,19.09,120,White,"[500,2000]",84.26,35.7,TRUE
Corsair iCUE SP140 RGB Pro,36.11,140,Black,,62,26,FALSE
Deepcool MF GT 3-Pack,36.96,120,Black,"[500,1800]",60.6,35,TRUE
Noctua A12x25 FLX,32.95,120,Brown,"[1350,2000]",,,FALSE
Thermaltake Pure Duo 2-Pack,37.24,120,Black,"[500,1500]",,28,TRUE
Fractal Design Silent R3,12.98,120,Black / White,,46.5,20.5,FALSE
Corsair ML Elite,17.98,120,Black,"[450,2000]",,,TRUE
Thermaltake SWAFAN EX14 RGB 3-Pack,105.99,140,Black,"[500,2000]",,,FALSE
Noctua A14 FLX,23.93,140,Brown,"[900,1200]",,,FALSE
Deepcool RF 120,,120,Black / White,"[500,1500]",56.5,,TRUE
ID-COOLING TF-12025-BLACK,,120,Black,"[700,1800]",76.16,,TRUE
Fractal Design Aspect 12 RGB 3-Pack,,120,Black,,32,18.3,FALSE
Deepcool CF 3-Pack,89.99,120,,"[500,1500]",56.5,,TRUE
Corsair iCUE SP140 RGB Pro 2-Pack,54.99,140,Black,,62,26,FALSE
Noctua A12x15 FLX,21.95,120,Brown,"[950,1850]",,,FALSE
Cooler Master MasterFan MF120 Halo²,22.58,120,White,,51.88,27,TRUE
Corsair AF120 (2018),,120,Black / White,,52,26,FALSE
Fractal Design Dynamic X2 GP,22.27,140,Black,"[500,1700]",,33.7,TRUE
Noctua A4x10 PWM,14.95,40,Brown,"[1000,5000]",,,TRUE
Corsair AF120 SLIM,24.99,120,White,"[600,2000]",,,TRUE
Corsair ML140 PRO 2-Pack,86.89,140,Black / White,"[400,1200]",55.4,20.4,TRUE
ARCTIC BioniX P140,16.89,140,Black / White,"[200,1950]",77.6,,TRUE
GAMDIAS AEOLUS M2-1203 LITE 3-Pack,25.99,120,Black,,46.7,,FALSE
Noctua S12A ULN,21.95,120,Brown,"[600,800]",,,FALSE
Vetroo ARGB120 3-Pack,,120,Pink,,48.1,,TRUE
ARCTIC BioniX P120,12.58,120,Red / Black,"[200,2100]",67.56,,TRUE
Noctua P14s redux-1200,16.95,140,Black / Gray,,64.92,19.6,FALSE
NoiseBlocker NB-ELOOP X ARGB,26.95,120,Black,,,,TRUE
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-,129.99,140,Black,"[500,1400]",60.17,26.1,TRUE
Phanteks M25-140 PWM D-RGB,22.48,140,White,"[500,1800]",104.62,36.57,TRUE
Corsair AF140 (2018) 2-Pack,25.99,140,Black / White,,62,26,FALSE
Cooler Master Mobius OC,29.99,120,Blue / Black,,,,TRUE
be quiet! Shadow Wings 2,15.9,140,Black,,49.8,14.9,TRUE
EK Loop Fan FPT 140,32.77,140,Black,"[600,2200]",118.01,44.56,TRUE
Cooler Master MasterFan MF Prismatic 3-Pack,88.3,120,Black / White,"[650,2000]",55,,TRUE
Noctua P14s redux-900,16.95,140,Black / Gray,,49.26,13.2,FALSE
upHere B12CM4 3-Pack,,120,Blue,"[600,1800]",,,TRUE
Lian Li Uni Fan AL,21.99,120,White,"[800,1900]",64.5,,TRUE
Noctua P12 PWM,28.08,120,Brown,"[900,1300]",,,TRUE
Apevia APEVIA CO312L-RD Cosmos 120mm Red LED Ultra Silent Ca,16.98,120,,,,24.7,FALSE
Cooler Master MasterFan MF120R,24.99,120,Black,"[650,2000]",59,31,TRUE
Thermalright TL-C12W-S V3,7.99,120,White,,66.17,25.6,TRUE
ARCTIC BioniX P140,15.9,140,Black / Gray,"[200,1950]",77.6,,TRUE
ARCTIC P14 PST,12.03,140,White / Translucent White,"[200,1700]",72.8,22.5,TRUE
Thermaltake TOUGHFAN Turbo,19.98,120,Black,"[500,2500]",72.69,28.1,TRUE
Corsair iCUE QL140,42.5,140,White / Black,"[550,1250]",50.2,26,TRUE
darkFlash Aurora DR12 PRO 5-Pack,,120,Black,,20.34,16,FALSE
Corsair iCUE ML RGB ELITE Premium 2-Pack,67.48,140,White,"[400,1600]",,,TRUE
Thermaltake TOUGHFAN 14 3-Pack,125.99,140,Black,"[500,2000]",,30.7,FALSE
Corsair iCUE SP120 RGB Pro 3-Pack,,120,Black,,52,26,FALSE
Kingwin CF-08LB,5.76,80,Black,,30,25,FALSE
Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,59.68,120,Black,"[500,1500]",56.45,25.8,TRUE
GAMDIAS AEOLUS M3-1204R 4-Pack,58.33,120,Black,"[800,2000]",69.01,,TRUE
Thermaltake Riing Quad 12 RGB Radiator TT Premium Edition 3-,109.99,120,Black,"[500,1500]",40.9,25,TRUE
Thermaltake TOUGHFAN,19.16,140,Black,"[500,2000]",119.1,,TRUE
Fractal Design Prisma AL,33.61,140,White,"[500,1700]",,,TRUE
Thermalright TL-B8,7.29,80,White,,34,24,TRUE
Thermaltake Riing Trio 20 RGB TT Premium Edition,69.98,200,Black,"[500,1000]",123.53,28,TRUE
ID-COOLING TF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"[500,1500]",68.2,,TRUE
Thermaltake Riing,16.98,120,Black / White,"[1000,1500]",40.6,,FALSE
Corsair AF120 Performance,,120,Black,,63.47,30,FALSE
Scythe Kaze Flex II,15.95,120,Black,"[300,1500]",,,TRUE
be quiet! Silent Wings 3,30.03,140,Black,,77.57,28.1,TRUE
Scythe Kaze Flex II,15.95,120,Black,"[300,2000]",,,TRUE
Corsair iCUE ML RGB ELITE Premium,,140,Black,"[400,1600]",,,TRUE
be quiet! Light Wings 3-Pack,74.9,120,White,,41.51,20.6,TRUE
be quiet! Silent Wings 3,,140,Black,,59.5,15.5,TRUE
ARCTIC P14,,140,Black,"[200,1700]",72.8,22.5,TRUE
Thermalright TL-C12015W-S,,120,White,,52,24.1,TRUE
Thermalright TL-9015,7.69,92,Gray,,42.58,22.4,TRUE
Fractal Design Prisma AL,31.93,120,White,"[500,2000]",,,TRUE
Razer Kunai Chroma,28.48,140,Black,"[500,1600]",,,TRUE
NZXT F140 RGB DUO,34.99,140,White,"[500,1800]",84.75,36,TRUE
be quiet! Silent Wings 3,23.9,140,Black,,77.57,28.1,FALSE
Thermaltake Riing Plus TT 5-Pack,,140,Black,"[500,1400]",63.19,27.2,TRUE
Thermalright TL-B14,11.59,140,White,,82.5,27.6,TRUE
Rosewill RASF-141213,4.99,120,Black,,54.55,,TRUE
Noctua A8 FLX,16.95,80,Brown,"[1200,2000]",,,FALSE
ARCTIC P8,,80,Black,,23.4,,FALSE
NZXT AER RGB 2 2-Pack,,120,Black,"[500,1500]",,,TRUE
ARCTIC P8 PST 5-Pack,27.99,80,Black,"[200,3000]",23.4,,TRUE
GAMDIAS AEOLUS M2 4-Pack,59.99,120,Black,"[700,1500]",56,,TRUE
Scythe Kaze Flex,13.95,120,Gray / Black,"[300,1200]",,,TRUE
ARCTIC F14 PWM PST 5-Pack,49.08,140,Black / White,"[200,1350]",74,,TRUE
MagniumGear Skiron,10.98,140,Black / White,,85,29,TRUE
Corsair ML140 Pro,,140,Black,"[400,2000]",,,TRUE
Cooler Master MasterFan MF200R ARGB,29.83,200,Black / Gray,,90.3,28,FALSE
ADATA XPG VENTO PRO,17.98,120,Gray / Black,"[450,2150]",75,,TRUE
ID-COOLING NO-12015-XT ARGB,14.99,120,Gray / Black,"[500,2000]",54.6,,TRUE
PC Cooler HALO FRGB 3-Pack,,120,Black,"[1000,2000]",72,,TRUE
Fractal Design Aspect 14,,140,Black,,41,19.5,FALSE
Thermaltake SWAFAN EX14 RGB 3-Pack,107.99,140,White,"[500,2000]",,,FALSE
Corsair ML120 Pro,,120,White / Black,"[400,2400]",,,TRUE
ARCTIC F8 Silent,7.99,80,Black,,15.1,,FALSE
SHARKOON RGB SHARK Lights,,120,Black,,32.96,15.2,FALSE
ARCTIC P14,12.99,140,White,"[200,1700]",72.8,22.5,TRUE
Gelid Solutions LYRA,9.99,140,Black,"[750,1600]",70,35,TRUE
be quiet! Pure Wings 2,9.9,120,Black,,65.51,35.9,FALSE
Noctua S12A FLX,21.95,120,Brown,"[700,1200]",,,FALSE
Fractal Design Prisma AL 2-Pack,69.99,180,Black,"[300,1200]",,,TRUE
Cooler Master MOBIUS 120,23.99,120,Black,,63.1,22.6,TRUE
Xigmatek Crystal,5.99,140,Clear,,60.46,16,FALSE
RAIJINTEK IRIS 12 RBW ADD-2 2-Pack,,120,White / Black,"[400,1800]",35.8,28,TRUE
Noctua A12x25 ULN,32.95,120,Brown,"[900,1200]",,,FALSE
be quiet! Silent Wings 3,33.45,140,Black,,59.5,15.5,FALSE
Cooler Master MOBIUS 120P ARGB,25.98,120,White,,75.2,30,TRUE
Silverstone FN,7.99,120,Black,,58.47,25.15,FALSE
GAMDIAS AEOLUS M2 5-Pack,39.99,120,Black,"[700,1500]",56,,TRUE
Corsair ML140 LED ELITE White Premium,34.99,140,White,"[400,1600]",,,TRUE
Noctua A20 FLX,32.95,200,Brown,"[550,800]",,,FALSE
Silverstone Shark Force,33.57,140,Black,,,,TRUE
ARCTIC F12 PST 3-Pack,,120,Black,"[230,1350]",53,22.5,TRUE
Thermaltake Riing,12.99,120,Black / Red,"[1000,1500]",40.6,,FALSE
Cooler Master MasterFan MF120R 3-Pack,69.98,120,Black,"[650,2000]",59,31,TRUE
be quiet! Light Wings 3-Pack,79.9,140,White,,56,23.3,TRUE
BitFenix Spectre Pro,,230,Black,,156.27,25.6,FALSE
Thermaltake Riing Trio 12 RGB TT Premium Edition 3-Pack,96.09,120,Black,"[500,1500]",41.13,25.2,TRUE
ARCTIC F9 PWM,,92,Black,"[150,1800]",,,TRUE
ARCTIC P12,11.69,120,White / Translucent White,"[200,1800]",56.3,22.5,TRUE
Noctua P12 redux-900,14.95,120,Gray,,37.31,12.6,FALSE
Fractal Design Prisma AL,29.98,120,White / Black,"[500,2000]",,,TRUE
Scythe Kaze Flex Square,20.46,140,Black,"[300,1200]",,,TRUE
Corsair ML120 PRO 3-Pack,,120,Black / White,"[400,1600]",47.3,25,TRUE
Corsair ML140 Pro,,140,Black / White,"[400,2000]",,,TRUE
Thermaltake Riing Quad 12 RGB Radiator TT Premium Edition 3-,117.99,120,White,"[500,1500]",40.9,25,TRUE
Fractal Design Silent R3,15.99,140,Black / White,,56.1,21.6,FALSE
Scythe Kaze Flex II Slim,16.95,120,Black,"[300,1800]",,,TRUE
EK Quantum Impulse D-RGB,35.72,120,Black / White,"[400,1800]",57.5,24.3,TRUE
Corsair iCUE AF120 RGB SLIM 2-Pack,69.98,120,White,"[600,2000]",,27.5,TRUE
ID-COOLING XF-12025-SD-K,,120,Black,"[800,1500]",68.2,,TRUE
Thermalright TL-9015,7.69,92,White,,42.58,22.4,TRUE
Corsair ML140 PRO,,140,Black / White,"[400,1200]",55.4,20.4,TRUE
Thermaltake SWAFAN 12 3-Pack,69.99,120,Black,"[500,2000]",,,FALSE
Corsair AF120 (2018),25.99,120,Black / White,,52,26,FALSE
Scythe Kaze Flex140 Square,17.45,140,Gray / Black,"[300,1800]",,,TRUE
Nidec Servo Gentle Typhoon,23.95,120,Black / Gray,"[900,2150]",,,TRUE
Thermaltake TOUGHFAN,19.98,120,White,"[500,2000]",58.35,22.3,TRUE
Fractal Design Prisma AL,28.27,140,White / Black,"[500,1700]",,,TRUE
Fractal Design Aspect 14 RGB,24.99,140,White,,41,19.5,FALSE
Bitspower Notos 3-Pack,64.48,120,Black / White,"[800,1800]",,,TRUE
Thermaltake TOUGHFAN 12 3-Pack,94.99,120,Black,"[500,2000]",53.75,21.2,FALSE
Cooler Master Silencio FP,19.98,120,Black,,,,TRUE
Thermaltake TOUGHFAN,20.99,120,Green,"[500,2000]",58.35,22.3,TRUE
Enermax HF120 3-Pack,30.98,120,Black,"[500,1600]",,,TRUE
ARCTIC F14 Silent,8.99,140,White / Black,"[220,800]",46,27.2,FALSE
ARCTIC P12,,120,White,"[200,1800]",56.3,22.5,TRUE
Apevia APEVIA CO512L-PK Cosmos 120mm Pink LED Ultra Silent C,19.98,120,,,,24.7,FALSE
Cooler Master SickleFlow,,120,Black,"[650,1800]",62,,TRUE
ADATA XPG HURRICANE,19.99,140,Black,"[700,1800]",91,28.1,TRUE
Corsair AF140 Quiet,66.98,140,Black,,67.8,24,FALSE
Cougar Vortex,19.98,120,Black,"[600,1500]",43.54,26,TRUE
EK Quantum Impulse D-RGB,37.04,120,White,"[400,1800]",57.5,24.3,TRUE
Corsair AF140 ELITE,24.99,140,White / Gray,"[400,1600]",,31,TRUE
Corsair ML140 Pro,32.29,140,Black / Red,"[400,2000]",,,TRUE
NZXT AER RGB 2 3-Pack,,120,Black,"[500,1500]",,,TRUE
Antec Fusion 120 ARGB 5-Pack,,120,Black,"[600,2000]",57.93,,TRUE
be quiet! Pure Wings 2,9.9,92,Black,"[900,1900]",33.15,18.6,FALSE
Thermaltake Riing,15.99,120,Black / Blue,"[1000,1500]",40.6,,FALSE
Apevia APEVIA CO312L-PK Cosmos 120mm Pink LED Ultra Silent C,14.99,120,,,,24.7,FALSE
ARCTIC F PST 5-Pack,51.6,140,Black,"[200,1350]",74,,TRUE
Corsair AF120 (2018) 3-Pack,,120,Black / White,,52,26,FALSE
Antec Fusion 120 ARGB White,,120,White,"[600,2000]",57.93,,TRUE
Fractal Design Venturi HF-14,,140,Black,,118.2,26.5,FALSE
Thermaltake TOUGHFAN 12 Pro,29.98,120,Black,"[500,2000]",,,TRUE
NZXT FN,,200,White,,166.2,37.25,FALSE
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-,117.99,140,White,"[500,1400]",60.17,26.1,TRUE
Thermaltake Pure,14.99,200,Clear,,129.63,28.2,FALSE
Scythe Kaze Flex Slim,19.48,120,Black / White,"[300,1800]",,,TRUE
Thermaltake Pure,11.99,120,Black,,40.99,19.5,FALSE
Thermaltake Pure Duo 2-Pack,68.27,120,White,"[500,1500]",,28,TRUE
Thermaltake Riing Plus TT Premium Edition,48.32,200,Black,"[500,1000]",117.96,29.2,TRUE
Apevia Spectra 6-Pack,,120,Black,,57.67,24.7,TRUE
Apevia C 5-Pack,27.95,120,Black / White,,57.67,24.7,FALSE
In Win Jupiter AJ120 3-Pack,,120,Black,"[500,1800]",70.32,35,TRUE
SeaSonic MAGFLOW 3-Pack,99.54,120,Black,"[600,2000]",63.33,,TRUE
Corsair iCUE SP120 RGB Pro,,120,Black,,52,26,FALSE
Thermaltake SWAFAN GT12,29.99,120,Black,"[500,2000]",,,TRUE
Deepcool CF120 Plus 3-Pack,,120,White,"[500,1800]",52.5,28.8,TRUE
Deepcool TF 120,,120,Black / White,"[500,1800]",,,TRUE
ARCTIC F9,9.83,92,White / Black,,35,,TRUE
Cooler Master SickleFlow,19.98,120,Clear,,69,19,FALSE
Scythe Kaze Flex Slim,15.95,120,Gray / Black,"[300,1800]",,,TRUE
Noctua P12 redux-1300,14.95,120,Gray,,54.32,19.8,FALSE
Xigmatek XAF,14,120,Orange,,75.3,24,FALSE
Cooler Master JetFlo,24.99,120,Black,"[1200,2000]",95,36,TRUE
Cooler Master MasterFan MF200R,36.29,200,,,90,28,FALSE
Vetroo ARGB120 3-Pack,,120,Black,,48.1,,TRUE
Thermaltake CT120 2-Pack,21.99,120,White,"[500,2000]",57.05,25.8,TRUE
Thermalright TL-8015,10.99,80,Gray,,28.4,23.3,TRUE
Corsair ML120 Pro,39.07,120,Black / Blue,"[400,2400]",,,TRUE
ADATA Vento,12.99,120,Black / White,,45.3,23,FALSE
Fractal Design Aspect 12,22.47,120,White,,32,18.3,FALSE
Aerocool Project 7 RGB 12,,120,,,45.8,14.5,FALSE
be quiet! Shadow Wings 2,14.9,120,Black,,38.5,15.9,TRUE
Fractal Design Prisma AL 3-Pack,,120,White / Black,"[500,2000]",,,TRUE
ID-COOLING ZF-12025 Pastel,9.99,120,Green,"[900,2000]",55.2,,TRUE
Silverstone AP,42.99,180,Black,"[400,1500]",,,TRUE
NoiseBlocker NB-ELOOP X ARGB,29.95,120,Black,,,,TRUE
ID-COOLING XF-12025-SW,,120,White,"[700,1800]",74.5,,TRUE
Thermalright TL-C12RB-S V2,,120,Black / White,,58,25.6,TRUE
Thermaltake CT120 2-Pack,24.99,120,Black,"[500,2000]",57.05,25.8,TRUE
Apevia C 3-Pack,17.95,120,Black / White,,57.67,24.7,FALSE
Thermaltake Pure Duo 2-Pack,59.99,140,White,"[500,1500]",,33.5,TRUE
Fractal Design Aspect 14 RGB 3-Pack,63.99,140,Black,,41,19.5,FALSE
Noctua NF-A6x25 FLX,14.95,60,Brown,"[1600,3000]",,,FALSE
Cooler Master MasterFan SF120M,14.99,120,Black,"[650,2000]",,,TRUE
be quiet! Silent Wings 3,,120,Black,,73.33,28.6,TRUE
Deepcool CF,,120,Black,"[500,1500]",56.5,,TRUE
Cooler Master Megaflow,,200,Clear,,110,19,FALSE
NZXT AER RGB 2 2-Pack,,140,Black,"[500,1500]",,,TRUE
Iceberg Thermal IceGALE Xtra,,120,Black / White,"[500,3000]",127,,TRUE
EK Loop Fan FPT 140 D-RGB,37.99,140,White,"[600,2200]",118.01,44.56,TRUE
Bitspower Notos 5-Pack,95,120,Black / White,"[800,1800]",,,TRUE
ARCTIC F PST CO,12.99,140,Black,"[200,1350]",74,,TRUE
Fractal Design Prisma AL 3-Pack,93.99,120,White / Black,"[500,2000]",,,TRUE
Cooler Master R4-SPS-20AK-GP,9.99,80,Black,,24.2,20,FALSE
Cooler Master Silencio FP,16.98,120,Black,,38,11,TRUE
Thermaltake Riing Plus TT 3-Pack,74.73,140,Black,"[500,1400]",63.19,27.2,TRUE
Aerocool X-Blaster,10.47,80,Translucent Black,,52.8,45.6,FALSE
Aerocool DS,9.99,120,Black / Gray,"[1100,1500]",,,FALSE
Corsair ML140 LED ELITE Red Premium,29.09,140,Black,"[400,1600]",,,TRUE
Corsair AF120 Quiet 2-Pack,,120,Black / Blue,,52.19,25.2,FALSE
Antec SPARK,,120,Black,,45.03,32.6,TRUE
MSI MAG MAX F12A-3H 3-Pack,,120,Black,"[600,1500]",,,TRUE
Corsair AF140 (2018) 2-Pack,,140,Black / White,,62,26,FALSE
Thermaltake TOUGHFAN,19.98,120,Turquoise,"[500,2000]",58.35,22.3,TRUE
Thermalright TL-C12 D6,7.59,120,Gray,,66.17,25.6,TRUE
Thermaltake CT120 ARGB Sync 2-Pack,34.99,120,Black,"[500,2000]",57.05,25.8,TRUE
Noctua R8 redux-1800,12.95,80,Black / Gray,,31.37,17.1,FALSE
BitFenix Spectre Pro,29.9,230,White,,156.27,25.6,FALSE
Alpenföhn Wing Boost 3 ARGB 3-Pack,136,120,Black,"[700,1600]",54.5,23.5,TRUE
NZXT F140P,,140,White,"[500,1500]",,,TRUE
ARCTIC F12 PST 4-Pack,,120,Black,"[230,1350]",53,22.5,TRUE
ARCTIC BioniX P120 A-RGB 3-Pack,84.12,120,Black,"[400,2300]",48,30,TRUE
Iceberg Thermal IceGALE ARGB,21.99,120,Black / Teal,"[500,2200]",94,,TRUE
ARCTIC F8,,80,White / Black,"[850,2000]",31,,TRUE
Silverstone FN,7.68,120,Clear,,58.47,25.15,FALSE
Deepcool CF 2-Pack,,140,Black,"[500,1200]",64.13,,TRUE
be quiet! Silent Wings 3,26.02,120,Black,,73.33,28.6,FALSE
Fractal Design Aspect 12 RGB,,120,Black,,32,18.3,FALSE
Corsair AF140,70.31,140,Black,,66.4,25.5,FALSE
Thermalright TL-C12015,,120,Gray,,52,24.1,TRUE
Thermaltake TOUGHFAN,21.99,120,Black,"[500,2000]",58.35,22.3,TRUE
Xigmatek XAF,6.95,120,Black,,75.3,24,FALSE
Noctua P14 FLX,,140,Brown,"[750,1200]",,,FALSE
Fractal Design Silent R3,,92,Black / White,,24.4,18.3,FALSE
Fractal Design Aspect 14 RGB,,140,Black,,41,19.5,FALSE
Corsair AF120 (2018) 3-Pack,50.64,120,Black / White,,52,26,FALSE
Apevia C 5-Pack,27.95,120,Black / Red,,57.67,24.7,FALSE
Fractal Design Silent LL,,120,Black,,41.8,24.8,FALSE
Scythe Kaze Flex Slim,15.95,120,Gray / Black,"[300,1200]",,,TRUE
Enermax SquA RGB,17.98,120,Black,"[300,1500]",,,TRUE
GameMax Razor ARGB,,120,Black,,60,26,FALSE
Thermaltake SWAFAN 14 3-Pack,134.98,140,Black,"[500,2000]",,,FALSE
Scythe Kaze Flex II Slim,16.95,120,Black,"[300,1500]",,,TRUE
Antec Prizm 2+C 2-Pack,,140,Black,,65.03,32,TRUE
Xigmatek XAF,5.99,140,Orange,"[800,1300]",90.3,18,FALSE
In Win Sirius Extreme ASE120P 3-Pack,39,120,Black,"[400,1500]",54,,TRUE
Corsair ML140 LED ELITE White Premium,28.61,140,Black,"[400,1600]",,,TRUE
ARCTIC P8 5-Pack,19.25,80,,,23.4,,FALSE
Apevia S 3-Pack,17.95,120,Black / Red,,57.67,24.7,FALSE
EK EK-Vardar EVO 140ER,38.08,140,Black / White,"[400,1600]",,,TRUE
Corsair SP120 High Performance 2-Pack,,120,Black,,62.74,35,FALSE
Corsair SP120,,120,Black,,62.74,35,TRUE
Akasa Viper,,140,Black / Yellow,"[600,1600]",109.55,,TRUE
Antec Prizm,,120,Black,,45.03,32.6,TRUE
Thermaltake Pure Duo 2-Pack,71.81,140,Black,"[500,1500]",,33.5,TRUE
Noctua A9 FLX,18.95,92,Brown,"[1050,1600]",,,FALSE
Deepcool XFAN,,120,Clear,,44.71,26,FALSE
Thermaltake TOUGHFAN,19.98,140,White,"[500,2000]",119.1,,TRUE
Thermaltake Riing Plus TT 3-Pack,70.39,120,Black,"[500,1500]",48.34,24.7,TRUE
Scythe Kaze Flex Slim,13.95,92,Black,"[300,2500]",,,TRUE
Silverstone Shark Force,28.26,140,Black,,,,TRUE
